"comparison","objectA","objectB","selected_at","completed","selected_object","judgement_time","task_diff","task_diff_duration","comparative_feedback","feedback_duration","total_duration","assessorR"
861,"4e97803b18e84a03636d0ea4459a0809","C6","9/09/2015 9:47",1,"4e97803b18e84a03636d0ea4459a0809",12,3,"4","Originele Typografie bij A",23,39,"assessor13"
862,"K26","I3","9/09/2015 9:48",1,"I3",28,4,"12","Bij B ontstaan er niet per se nieuwe betekenissen door het samenbrengen v d beelden, kleur geeft eenheid maar niet erg consistent. A is door de simpele lijnen krachtiger",68,108,"assessor13"
863,"B6","965443f7a817be579b5cd51aebfd15f7","9/09/2015 9:50",1,"B6",7,2,"3","Beide zijn duidelijk thematische beeldverzamelingen weinig origineel gepresenteerd, A getuigt van meer beeldende inbreng door de inkt tekening",142,152,"assessor13"
864,"0410ebd8e853f8b3f21bf103193dabb2","H4","9/09/2015 9:53",1,"0410ebd8e853f8b3f21bf103193dabb2",31,3,"2","Foto A brengt door het samenvoegen van de beelden nieuwe betekenissen",28,61,"assessor13"
865,"ce5eb73aac1ac0832ad9ec9adedb38da","I2","9/09/2015 9:53",1,"ce5eb73aac1ac0832ad9ec9adedb38da",3,1,"3","Kleurgebruik, vervorming, serialiteit maken A origineel, B traditioneel mindmap",21,27,"assessor13"
866,"E28","0410ebd8e853f8b3f21bf103193dabb2","9/09/2015 9:54",1,"E28",5,3,"2","Evenwichtigere compositie van afbeeldingen op de bladzijde",17,24,"assessor13"
867,"A8","I3","9/09/2015 9:54",1,"I3",6,2,"3","B is meer een geheel ipv losse illustraties bij A",15,24,"assessor13"
868,"K24","H13","9/09/2015 9:55",1,"K24",12,4,"3","A beeldend sterker door de serialiteit, weinig focus op beeld anders dan illustratief bij tekst",56,71,"assessor13"
869,"e07e3b29c3f3ed23ea6d2d7db0e65cf8","I3","9/09/2015 9:56",1,"I3",8,4,"22","De Collage bij B brengt nieuwe associaties tot stand en is een duidelijker geheel",23,53,"assessor13"
870,"K17","K25","9/09/2015 9:57",1,"K25",10,3,"2","centrale compositie is sterker bij B ",9,21,"assessor13"
871,"9125eb25d10dcb5fb57dfbdb59a1b74b","786709f6b21b9f098a1c6cbea7fdac08","9/09/2015 9:57",1,"786709f6b21b9f098a1c6cbea7fdac08",3,2,"2","Simpelheid maakt het beeld krachtiger en het 3dimensionale effect bij B",22,27,"assessor13"
872,"K11","G10","9/09/2015 9:58",1,"K11",5,3,"3","B is vrij slordig beeldverhaal, A legt een sterk verband tussen de vormgeving van kaarten",44,52,"assessor13"
873,"K19","4316da0280389031ec4fde76dcb58b10","9/09/2015 9:59",1,"K19",3,2,"2","sterk beeld door abstractie en serialiteit, B erg text based",19,24,"assessor13"
874,"A15","482d7a26ee61f1a3c7a58a495e9f2b54","9/09/2015 9:59",1,"A15",9,3,"3","Beiden erg summier, B presenteert slechts een bestaand beeld zonder een nieuwe betekenis er aan toe te voegen, A simpele maar doeltreffende visualisatie",48,60,"assessor13"
875,"201ff93bed1856e467a73afca839da06","F2","9/09/2015 10:00",1,"F2",3,1,"4","A voor de hand liggend beeld van Buddha, B kleurgebruik en divers materiaal gebruik is origineler",31,38,"assessor13"
876,"D5","I19","9/09/2015 10:01",1,"I19",4,1,"2","gebruik ruimte bladzijde is origineel, A traditioneel minmap met voor de hand liggende afbeelding",27,33,"assessor13"
877,"I2","I11","9/09/2015 10:02",1,"I11",2,2,"6","A traditioneel mindmap, B veel spel met plaatsen tekst",29,37,"assessor13"
878,"A9","E8","9/09/2015 10:02",1,"A9",4,2,"3","'spontaan' materiaal gebruik en speelse plaatsing vs willekeurige illustraties bij aantekeningen",32,39,"assessor13"
879,"4316da0280389031ec4fde76dcb58b10","A7","9/09/2015 10:03",1,"A7",7,3,"8","A is erg tekst based, B speelt met plaatsen v beelden ",51,66,"assessor13"
880,"K25","G10","9/09/2015 10:04",1,"K25",6,2,"2","B slordig en weinig origineel gepresenteerd beeldverhaal, A centrale compositie sterk beeld ",31,39,"assessor13"
881,"I12b","B14","9/09/2015 10:05",1,"B14",10,3,"4","Foto A presenteert slechts een bestaan beeld zonder eigen manipulatie, B laat nog een onderzoek in vormen decoratie zien, hoewel niet erg vernieuwend",44,58,"assessor13"
882,"J9","3649ba8db06d94c8b79911d940ba289c","9/09/2015 10:06",1,"J9",3,2,"3","Compositie is complex in A en dieptewerking door plaatsen van 'de ramen'",24,30,"assessor13"
883,"D5","45154a9e7c9638ad97b07b3e8baf525b","9/09/2015 13:00",1,"45154a9e7c9638ad97b07b3e8baf525b",4,1,"2","",2,8,"assessor05"
884,"I17","K26","9/09/2015 13:00",1,"I17",4,2,"3","",0,7,"assessor05"
885,"H2","ea230cb808b6557485b8dc7db1a0a86a","9/09/2015 13:03",1,"H2",146,4,"339","Leerling A is duidelijk technisch vaardig, de tekeningen zijn daardoor misschien wel gauw minder gestileerd of origineel. Ik beschouw het wel steeds als ontwerpen voor een jurk (en daarmee als origineler). Ook het tekeningetje linksonder vind ik getuige van vermogen tot stilering (zeker gezien de tekenvaardigheid van de ll).",679,1164,"assessor05"
886,"B14","cdfa1effe52bc3c01fde3e290f57085b","9/09/2015 13:20",1,"cdfa1effe52bc3c01fde3e290f57085b",4,1,"2","",1,7,"assessor05"
887,"K25","F15","9/09/2015 13:20",1,"F15",18,2,"3","",1,22,"assessor05"
888,"482d7a26ee61f1a3c7a58a495e9f2b54","e07e3b29c3f3ed23ea6d2d7db0e65cf8","9/09/2015 13:20",1,"e07e3b29c3f3ed23ea6d2d7db0e65cf8",8,1,"3","",4,15,"assessor05"
889,"482d7a26ee61f1a3c7a58a495e9f2b54","K21","9/09/2015 13:20",1,"K21",5,1,"2","",2,9,"assessor05"
890,"ea230cb808b6557485b8dc7db1a0a86a","E6","9/09/2015 13:21",1,"E6",18,2,"4","",3,25,"assessor05"
891,"I2","E8","9/09/2015 13:22",1,"E8",62,5,"3","B is natuurlijk maar heel beperkt in de visualisatie, maar omdat A slechts layout van een pagina lijkt zonder bepaald concept, kies ik toch voor B.",36,101,"assessor05"
892,"K26","K10","9/09/2015 13:26",1,"K10",184,5,"5","B creëert m.i. meer een 'nieuw beeld' dan A",59,248,"assessor05"
893,"K21","F4","9/09/2015 13:37",1,"F4",598,7,"3","Deze vond ik heel vergelijkbaar, maar ik vind B net iets beter omdat er door 3 heel verschillende beelden te combineren een (nieuwe) inhoudelijke verbinding wordt gegenereerd, die bevestigd wordt door dezelfde opmaak van de beelden.",138,739,"assessor05"
894,"11932db57791df696a819ee36383b36f","ac669b056cd33482fad55d756497b177","9/09/2015 13:41",1,"11932db57791df696a819ee36383b36f",75,2,"2","",121,198,"assessor05"
895,"B6","D12","9/09/2015 13:58",1,"B6",2,2,"3","B lijkt me echt meer een kleurexperiment dan dat er een concept gevisualiseerd wordt.",13,18,"assessor05"
896,"A11","G10","9/09/2015 13:59",1,"G10",11,2,"2","",1,14,"assessor05"
897,"K23","C15","9/09/2015 20:19",1,"C15",32,3,"6","",121,159,"assessor02"
898,"J15","E10","11/09/2015 12:03",1,"E10",272,5,"10","",6,288,"assessor07"
899,"A12","94d9699732e50f271a89808b9575139b","11/09/2015 12:03",1,"94d9699732e50f271a89808b9575139b",13,4,"7","",4,24,"assessor07"
900,"C4","F2","11/09/2015 12:04",1,"C4",37,1,"6","",18,61,"assessor07"
901,"K21","I12b","11/09/2015 12:05",1,"K21",18,5,"4","beeldend inzicht en beeldende aspecten (eigenheid) zijn in beiden voorbeelden lastig te beoordelen",44,66,"assessor07"
902,"0ff122df35e6ed7d06b637d474d7eb49","F2","11/09/2015 12:06",1,"0ff122df35e6ed7d06b637d474d7eb49",2,1,"2","",2,6,"assessor07"
903,"D12","K27","11/09/2015 12:06",1,"D12",8,3,"5","abstractie, kleur",14,27,"assessor07"
904,"I3","H2","11/09/2015 12:07",1,"H2",14,5,"3","aandacht voor detail, grotere eigenheid↩moeilijk omdat een duidelijk beeld nog wat op de achtergrond blijft",44,61,"assessor07"
905,"K17","J11","11/09/2015 12:07",1,"J11",5,3,"7","eigen beeld / sfeer / kleur",8,20,"assessor07"
906,"F3","F13","11/09/2015 12:08",1,"F13",7,5,"7","",1,15,"assessor07"
907,"e07e3b29c3f3ed23ea6d2d7db0e65cf8","4467eca119993cc6d6059a5d725aa6c4","11/09/2015 12:08",1,"e07e3b29c3f3ed23ea6d2d7db0e65cf8",13,6,"2","eigen verwerking / details",25,40,"assessor07"
908,"C11","C4","11/09/2015 12:09",1,"C11",13,7,"3","abstract, eenheid, vormenspel, compositie",27,43,"assessor07"
909,"K10","F4","11/09/2015 12:10",1,"K10",13,7,"1","samenhang in beelden",16,30,"assessor07"
910,"E23","4e97803b18e84a03636d0ea4459a0809","11/09/2015 12:10",1,"4e97803b18e84a03636d0ea4459a0809",5,5,"3","",1,9,"assessor07"
911,"G3","E5","11/09/2015 12:10",1,"E5",8,5,"12","voorstelling",10,30,"assessor07"
912,"E8","C6","11/09/2015 12:11",1,"C6",9,7,"2","al meer een beeld",15,26,"assessor07"
913,"E1","e6a2aa6b4f60dcdfcc0ab434c9db7457","11/09/2015 12:11",1,"E1",4,3,"4","",2,10,"assessor07"
914,"e07e3b29c3f3ed23ea6d2d7db0e65cf8","A18","11/09/2015 12:12",1,"e07e3b29c3f3ed23ea6d2d7db0e65cf8",18,6,"4","",36,58,"assessor07"
915,"A14","C4","11/09/2015 12:12",1,"C4",6,6,"4","",21,31,"assessor07"
916,"A13","f55ee19306d07ae1f8a3a61c6053dd65","11/09/2015 12:13",1,"A13",25,7,"2","abstracte weergave en eenvoud van het beeld",9,36,"assessor07"
917,"E24","1b2bf88d0cf06c8dfb2d58e0b4579f35","11/09/2015 12:30",1,"E24",41,3,"5","zintuigen, visuele vormgeving op de foto",49,95,"assessor07"
918,"I15","E11","11/09/2015 12:31",1,"E11",8,3,"4","vindingrijkheid, experiment",8,20,"assessor07"
919,"94d9699732e50f271a89808b9575139b","1a044b43ab4eca593fa07c0b69e55cc3","11/09/2015 12:31",1,"94d9699732e50f271a89808b9575139b",18,5,"4","",3,25,"assessor07"
920,"H2","C4","11/09/2015 12:31",1,"C4",2,2,"3","",1,6,"assessor07"
921,"E27","C14","11/09/2015 12:32",1,"C14",3,4,"4","",1,8,"assessor07"
922,"E27","H10","11/09/2015 12:32",1,"H10",38,6,"4","",2,44,"assessor07"
923,"1b2bf88d0cf06c8dfb2d58e0b4579f35","E20","11/09/2015 12:34",1,"E20",68,6,"3","plaatsing van tekst in kleur/lijn/vlakken↩compositie",21,92,"assessor07"
924,"4e97803b18e84a03636d0ea4459a0809","B14","11/09/2015 12:34",1,"4e97803b18e84a03636d0ea4459a0809",6,4,"6","samenstelling",4,16,"assessor07"
925,"5d8bc2a5aaf9041890e730414a34b0af","94d9699732e50f271a89808b9575139b","11/09/2015 12:34",1,"5d8bc2a5aaf9041890e730414a34b0af",4,2,"3","",1,8,"assessor07"
926,"59bbe0f37957c04823cce57361bc26ba","3e214041981e81f9fd99ca069cf98325","11/09/2015 12:35",1,"3e214041981e81f9fd99ca069cf98325",4,3,"2","",1,7,"assessor07"
927,"A9","9b446c02b1d2fec409365483c212da9b","11/09/2015 12:35",1,"9b446c02b1d2fec409365483c212da9b",15,4,"2","",1,18,"assessor07"
928,"K24","e6a2aa6b4f60dcdfcc0ab434c9db7457","11/09/2015 12:36",1,"e6a2aa6b4f60dcdfcc0ab434c9db7457",39,7,"3","plaatsing, samenstelling, kleur",14,56,"assessor07"
929,"965443f7a817be579b5cd51aebfd15f7","C19","11/09/2015 12:36",1,"965443f7a817be579b5cd51aebfd15f7",14,6,"4","",1,19,"assessor07"
930,"E4","A16","11/09/2015 12:37",1,"E4",19,4,"3","plaatsing, kleur, herhaling, eenheid",10,32,"assessor07"
931,"H2","e6a2aa6b4f60dcdfcc0ab434c9db7457","11/09/2015 12:37",1,"e6a2aa6b4f60dcdfcc0ab434c9db7457",3,5,"2","",1,6,"assessor07"
932,"B14","J13","11/09/2015 12:37",1,"J13",2,1,"3","",1,6,"assessor07"
933,"I3","E29","11/09/2015 12:37",1,"E29",17,4,"2","",39,58,"assessor07"
934,"E30","C4","11/09/2015 12:38",1,"C4",15,6,"4","",1,20,"assessor07"
935,"11932db57791df696a819ee36383b36f","H12","11/09/2015 12:38",1,"H12",5,5,"3","",1,9,"assessor07"
936,"E10","94d9699732e50f271a89808b9575139b","11/09/2015 12:39",1,"94d9699732e50f271a89808b9575139b",2,4,"4","",1,7,"assessor07"
937,"E20","E30","11/09/2015 12:39",1,"E30",6,6,"3","",1,10,"assessor07"
938,"A16","K14","11/09/2015 12:39",1,"K14",3,5,"2","",1,6,"assessor07"
939,"H19","C18","11/09/2015 12:39",1,"H19",3,3,"2","",1,6,"assessor07"
940,"I15","E1","11/09/2015 12:39",1,"E1",1,1,"2","",1,4,"assessor07"
941,"K26","E27","11/09/2015 12:39",1,"K26",7,3,"3","",1,11,"assessor07"
942,"K19","E8","11/09/2015 12:40",1,"K19",3,3,"3","",2,8,"assessor07"
943,"201ff93bed1856e467a73afca839da06","E23","11/09/2015 12:40",1,"E23",16,5,"2","",1,19,"assessor07"
944,"H13","29fe32912c306a55427d86d4a78dde8c","11/09/2015 12:40",1,"29fe32912c306a55427d86d4a78dde8c",5,6,"2","",1,8,"assessor07"
945,"D14","9125eb25d10dcb5fb57dfbdb59a1b74b","11/09/2015 12:40",1,"9125eb25d10dcb5fb57dfbdb59a1b74b",3,1,"3","",1,7,"assessor07"
946,"C1","H2","11/09/2015 12:40",1,"H2",6,6,"2","",1,9,"assessor07"
947,"I15","ac669b056cd33482fad55d756497b177","11/09/2015 12:41",1,"I15",3,3,"7","",1,11,"assessor07"
948,"H10","K23","11/09/2015 12:41",1,"H10",8,5,"4","",1,13,"assessor07"
949,"f48ab1373fce7ff56fa9d6dc6eb9787b","3649ba8db06d94c8b79911d940ba289c","11/09/2015 12:41",1,"f48ab1373fce7ff56fa9d6dc6eb9787b",3,5,"2","",1,6,"assessor07"
950,"E20","E10","11/09/2015 12:41",1,"E10",4,6,"3","",1,8,"assessor07"
951,"A6","E20","11/09/2015 12:41",1,"A6",6,3,"3","",0,9,"assessor07"
952,"J5","F3","11/09/2015 12:42",1,"F3",22,6,"2","",3,27,"assessor07"
953,"ce5eb73aac1ac0832ad9ec9adedb38da","F2","11/09/2015 12:42",1,"ce5eb73aac1ac0832ad9ec9adedb38da",5,4,"2","",6,13,"assessor07"
954,"D5","cdfa1effe52bc3c01fde3e290f57085b","11/09/2015 12:42",1,"cdfa1effe52bc3c01fde3e290f57085b",3,1,"3","",1,7,"assessor07"
955,"K21","5424045be2c80e896ef02f09bf8808d7","11/09/2015 12:42",1,"5424045be2c80e896ef02f09bf8808d7",3,2,"2","",1,6,"assessor07"
956,"9b446c02b1d2fec409365483c212da9b","11932db57791df696a819ee36383b36f","11/09/2015 12:43",1,"11932db57791df696a819ee36383b36f",4,5,"2","",1,7,"assessor07"
957,"59bbe0f37957c04823cce57361bc26ba","F15","11/09/2015 12:43",1,"F15",6,4,"3","",0,9,"assessor07"
958,"K22","F5","11/09/2015 12:44",1,"F5",43,6,"1","",25,69,"assessor07"
959,"H13","A18","11/09/2015 12:44",1,"H13",10,6,"2","",2,14,"assessor07"
960,"da10dd2f875c94b2f976147315a321cd","B8","11/09/2015 12:44",1,"da10dd2f875c94b2f976147315a321cd",5,3,"2","",1,8,"assessor07"
961,"E28","C7","11/09/2015 12:46",1,"E28",111,4,"4","",1,116,"assessor07"
962,"5d8bc2a5aaf9041890e730414a34b0af","E22","11/09/2015 12:46",1,"5d8bc2a5aaf9041890e730414a34b0af",2,1,"2","",1,5,"assessor07"
963,"C12","B3","11/09/2015 12:47",1,"B3",9,5,"2","",1,12,"assessor07"
964,"A18","G3","11/09/2015 12:47",1,"A18",5,6,"3","",2,10,"assessor07"
965,"94d9699732e50f271a89808b9575139b","A13","11/09/2015 12:47",1,"94d9699732e50f271a89808b9575139b",1,2,"3","",1,5,"assessor07"
966,"D16","K24","11/09/2015 12:47",1,"D16",7,3,"2","",1,10,"assessor07"
967,"F18","C8","11/09/2015 12:47",1,"F18",11,3,"4","",1,16,"assessor07"
968,"1b2bf88d0cf06c8dfb2d58e0b4579f35","59bbe0f37957c04823cce57361bc26ba","11/09/2015 12:48",1,"59bbe0f37957c04823cce57361bc26ba",3,3,"2","",1,6,"assessor07"
969,"K22","E20","11/09/2015 12:48",1,"E20",5,6,"2","",1,8,"assessor07"
970,"59bbe0f37957c04823cce57361bc26ba","cdfa1effe52bc3c01fde3e290f57085b","11/09/2015 12:48",1,"cdfa1effe52bc3c01fde3e290f57085b",2,1,"4","",1,7,"assessor07"
971,"11932db57791df696a819ee36383b36f","E1","11/09/2015 12:48",1,"E1",1,2,"2","",1,4,"assessor07"
972,"I10","da10dd2f875c94b2f976147315a321cd","11/09/2015 12:48",1,"I10",4,3,"6","abstractie, eigen verwerking, originele wijze, compositie",60,70,"assessor07"
973,"I15","H12","11/09/2015 12:49",1,"H12",2,1,"1","",1,4,"assessor07"
974,"G1","94d9699732e50f271a89808b9575139b","11/09/2015 12:49",1,"94d9699732e50f271a89808b9575139b",2,1,"3","",2,7,"assessor07"
975,"d1fe7291ff309bfc52980e0f00714df3","A18","11/09/2015 12:50",1,"d1fe7291ff309bfc52980e0f00714df3",3,6,"3","",5,11,"assessor07"
976,"E23","C9","11/09/2015 12:51",1,"E23",52,7,"2","",2,56,"assessor07"
977,"J11","4467eca119993cc6d6059a5d725aa6c4","11/09/2015 12:51",1,"J11",2,1,"2","",1,5,"assessor07"
978,"K20","ca4b73cfbaf430ee72a8faf80734c750","11/09/2015 12:51",1,"K20",7,2,"3","",0,10,"assessor07"
979,"F3","F2","11/09/2015 12:51",1,"F2",8,5,"2","",1,11,"assessor07"
980,"C13","H12","11/09/2015 12:52",1,"C13",11,6,"3","abstractie",4,18,"assessor07"
981,"J9","A12","11/09/2015 12:52",1,"J9",4,5,"4","",1,9,"assessor07"
982,"C6","B3","11/09/2015 12:53",1,"B3",51,6,"2","",1,54,"assessor07"
983,"C1","D16","11/09/2015 12:53",1,"D16",3,5,"2","",1,6,"assessor07"
984,"C6","G5","11/09/2015 12:53",1,"G5",3,3,"6","",1,10,"assessor07"
985,"9b446c02b1d2fec409365483c212da9b","E20","11/09/2015 12:53",1,"E20",10,7,"3","",1,14,"assessor07"
986,"E21","E27","11/09/2015 12:53",1,"E21",2,2,"14","",0,16,"assessor07"
987,"F3","1b2bf88d0cf06c8dfb2d58e0b4579f35","11/09/2015 12:54",1,"F3",10,6,"3","",1,14,"assessor07"
988,"F13","I8","11/09/2015 12:54",1,"F13",10,5,"3","",1,14,"assessor07"
989,"F13","K11","11/09/2015 12:54",1,"F13",3,3,"2","",2,7,"assessor07"
990,"F2","e6a2aa6b4f60dcdfcc0ab434c9db7457","11/09/2015 12:56",1,"F2",68,6,"2","",1,71,"assessor07"
991,"ac669b056cd33482fad55d756497b177","D5","11/09/2015 12:56",1,"D5",8,3,"3","",1,12,"assessor07"
992,"H3","H19","11/09/2015 12:56",1,"H19",3,4,"2","",1,6,"assessor07"
993,"K22","C13","11/09/2015 12:56",1,"C13",2,3,"2","",1,5,"assessor07"
994,"G9","K20","11/09/2015 12:56",1,"K20",2,2,"3","",1,6,"assessor07"
995,"I18","5eee9f0e60b7c6c9717def7892237bb6","11/09/2015 12:56",1,"5eee9f0e60b7c6c9717def7892237bb6",6,5,"2","",1,9,"assessor07"
996,"B8","I2","11/09/2015 12:56",1,"I2",3,3,"2","",1,6,"assessor07"
997,"I8","ce5eb73aac1ac0832ad9ec9adedb38da","11/09/2015 12:57",1,"ce5eb73aac1ac0832ad9ec9adedb38da",2,2,"2","",0,4,"assessor07"
998,"H3","E30","11/09/2015 12:57",1,"E30",3,5,"4","",1,8,"assessor07"
999,"K2","C18","11/09/2015 12:57",1,"K2",7,5,"2","",2,11,"assessor07"
1000,"E6","F12","11/09/2015 12:57",1,"E6",3,4,"4","samenstelling, beeldverwerking, kleur",11,18,"assessor07"
1001,"K22","H3","11/09/2015 12:57",1,"H3",4,5,"3","",1,8,"assessor07"
1002,"H2","A15","11/09/2015 12:58",1,"H2",2,4,"6","",1,9,"assessor07"
1003,"C6","E30","11/09/2015 12:58",1,"E30",7,5,"1","",1,9,"assessor07"
1004,"G5","E24","11/09/2015 12:58",1,"G5",20,3,"2","",1,23,"assessor07"
1005,"5424045be2c80e896ef02f09bf8808d7","K10","11/09/2015 12:58",1,"5424045be2c80e896ef02f09bf8808d7",8,5,"3","samenstelling, achtergrond/voorgrond, compositie",20,31,"assessor07"
1006,"F9","5424045be2c80e896ef02f09bf8808d7","11/09/2015 12:59",1,"F9",4,2,"2","",1,7,"assessor07"
1007,"I11","1a044b43ab4eca593fa07c0b69e55cc3","11/09/2015 12:59",1,"I11",6,5,"5","",2,13,"assessor07"
1008,"K2","F2","11/09/2015 12:59",1,"F2",2,5,"2","",1,5,"assessor07"
1009,"C7","D12","11/09/2015 12:59",1,"D12",2,2,"1","",1,4,"assessor07"
1010,"K19","C4","11/09/2015 13:00",1,"C4",11,7,"2","",1,14,"assessor07"
1011,"d1fe7291ff309bfc52980e0f00714df3","1a044b43ab4eca593fa07c0b69e55cc3","11/09/2015 13:00",1,"1a044b43ab4eca593fa07c0b69e55cc3",3,5,"4","",0,7,"assessor07"
1012,"G10","G3","11/09/2015 13:00",1,"G10",6,1,"2","",1,9,"assessor07"
1013,"G5","H0","11/09/2015 13:00",1,"H0",10,7,"3","",0,13,"assessor07"
1014,"9b446c02b1d2fec409365483c212da9b","E28","11/09/2015 13:00",1,"E28",2,5,"2","",1,5,"assessor07"
1015,"E20","d6fba3cf86ddfa7a43b68ae7ee134b2a","11/09/2015 13:00",1,"d6fba3cf86ddfa7a43b68ae7ee134b2a",1,1,"2","",1,4,"assessor07"
1016,"5d8bc2a5aaf9041890e730414a34b0af","E24","11/09/2015 13:01",1,"5d8bc2a5aaf9041890e730414a34b0af",2,1,"2","",1,5,"assessor07"
1017,"A15","da10dd2f875c94b2f976147315a321cd","11/09/2015 13:01",1,"da10dd2f875c94b2f976147315a321cd",2,4,"3","",1,6,"assessor07"
1018,"I12b","3649ba8db06d94c8b79911d940ba289c","11/09/2015 13:01",1,"3649ba8db06d94c8b79911d940ba289c",2,1,"1","",1,4,"assessor07"
1019,"A18","A15","11/09/2015 13:01",1,"A15",3,7,"1","",1,5,"assessor07"
1020,"D11","B3","11/09/2015 13:01",1,"D11",9,3,"8","",1,18,"assessor07"
1021,"C8","f48ab1373fce7ff56fa9d6dc6eb9787b","11/09/2015 13:01",1,"f48ab1373fce7ff56fa9d6dc6eb9787b",2,5,"2","",1,5,"assessor07"
1022,"94d9699732e50f271a89808b9575139b","D14","11/09/2015 13:02",1,"94d9699732e50f271a89808b9575139b",8,4,"2","",1,11,"assessor07"
1023,"K27","K10","11/09/2015 13:02",1,"K27",2,3,"3","",0,5,"assessor07"
1024,"C8","B8","11/09/2015 13:02",1,"C8",1,3,"3","",1,5,"assessor07"
1025,"3e214041981e81f9fd99ca069cf98325","K14","11/09/2015 13:02",1,"3e214041981e81f9fd99ca069cf98325",1,1,"4","",1,6,"assessor07"
1026,"H4","H17","11/09/2015 13:02",1,"H4",8,4,"4","",1,13,"assessor07"
1027,"C7","B8","11/09/2015 13:02",1,"C7",2,1,"2","",1,5,"assessor07"
1028,"C16","C4","11/09/2015 13:03",1,"C16",49,7,"3","",1,53,"assessor07"
1029,"1a044b43ab4eca593fa07c0b69e55cc3","B14","11/09/2015 13:03",1,"1a044b43ab4eca593fa07c0b69e55cc3",5,7,"2","",1,8,"assessor07"
1030,"f48ab1373fce7ff56fa9d6dc6eb9787b","K26","11/09/2015 13:04",1,"K26",8,6,"2","",1,11,"assessor07"
1031,"d1fe7291ff309bfc52980e0f00714df3","H4","11/09/2015 13:04",1,"H4",2,4,"2","",1,5,"assessor07"
1032,"K14","A7","11/09/2015 13:04",1,"K14",11,2,"3","",1,15,"assessor07"
1033,"H4","54938ca135f9858cfb0c2a965718392e","11/09/2015 13:04",1,"54938ca135f9858cfb0c2a965718392e",1,4,"4","kleur, samenstelling, compositie",15,20,"assessor07"
1034,"A16","I19","11/09/2015 13:05",1,"A16",12,7,"3","",1,16,"assessor07"
1035,"482d7a26ee61f1a3c7a58a495e9f2b54","2920d4f4f2684f38b8167e1a99129821","11/09/2015 13:05",1,"2920d4f4f2684f38b8167e1a99129821",11,2,"3","",1,15,"assessor07"
1036,"E30","F4","11/09/2015 13:05",1,"E30",2,4,"3","",1,6,"assessor07"
